model_nm|matrix_nm|params|scores
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49935137247066, ""mean_test_precision_weighted"": 0.5081308469238536, ""mean_test_recall_weighted"": 0.49935137247066, ""mean_test_adjusted_rand_score"": -7.726552207776555e-05, ""mean_test_adjusted_mutual_info_score"": -2.451826935424979e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49935137247066, ""mean_test_precision_weighted"": 0.5081453534375305, ""mean_test_recall_weighted"": 0.49935137247066, ""mean_test_adjusted_rand_score"": -7.7272588985216e-05, ""mean_test_adjusted_mutual_info_score"": -2.4488287685942626e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49935137247066, ""mean_test_precision_weighted"": 0.5081308469238536, ""mean_test_recall_weighted"": 0.49935137247066, ""mean_test_adjusted_rand_score"": -7.726552207776555e-05, ""mean_test_adjusted_mutual_info_score"": -2.451826935424979e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49935137247066, ""mean_test_precision_weighted"": 0.5081308469238536, ""mean_test_recall_weighted"": 0.49935137247066, ""mean_test_adjusted_rand_score"": -7.726552207776555e-05, ""mean_test_adjusted_mutual_info_score"": -2.451826935424979e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49935137247066, ""mean_test_precision_weighted"": 0.5081453534375305, ""mean_test_recall_weighted"": 0.49935137247066, ""mean_test_adjusted_rand_score"": -7.7272588985216e-05, ""mean_test_adjusted_mutual_info_score"": -2.4488287685942626e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49935137247066, ""mean_test_precision_weighted"": 0.5081308469238536, ""mean_test_recall_weighted"": 0.49935137247066, ""mean_test_adjusted_rand_score"": -7.726552207776555e-05, ""mean_test_adjusted_mutual_info_score"": -2.451826935424979e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49935137247066, ""mean_test_precision_weighted"": 0.5081308469238536, ""mean_test_recall_weighted"": 0.49935137247066, ""mean_test_adjusted_rand_score"": -7.726552207776555e-05, ""mean_test_adjusted_mutual_info_score"": -2.451826935424979e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49935137247066, ""mean_test_precision_weighted"": 0.5081453534375305, ""mean_test_recall_weighted"": 0.49935137247066, ""mean_test_adjusted_rand_score"": -7.7272588985216e-05, ""mean_test_adjusted_mutual_info_score"": -2.4488287685942626e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49935137247066, ""mean_test_precision_weighted"": 0.5081308469238536, ""mean_test_recall_weighted"": 0.49935137247066, ""mean_test_adjusted_rand_score"": -7.726552207776555e-05, ""mean_test_adjusted_mutual_info_score"": -2.451826935424979e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49935280116658926, ""mean_test_precision_weighted"": 0.508464019018089, ""mean_test_recall_weighted"": 0.49935280116658926, ""mean_test_adjusted_rand_score"": -8.094723546225016e-05, ""mean_test_adjusted_mutual_info_score"": -2.3254547820092213e-06}"
GMM|tfidf_m_X_train_one_million|{'covariance_type': 'spherical', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49935137247066, ""mean_test_precision_weighted"": 0.5081308469238536, ""mean_test_recall_weighted"": 0.49935137247066, ""mean_test_adjusted_rand_score"": -7.726552207776555e-05, ""mean_test_adjusted_mutual_info_score"": -2.451826935424979e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4992085028838619, ""mean_test_precision_weighted"": 0.4981217385717896, ""mean_test_recall_weighted"": 0.4992085028838619, ""mean_test_adjusted_rand_score"": 0.0010692437602307136, ""mean_test_adjusted_mutual_info_score"": 9.014824360798915e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4992085028838619, ""mean_test_precision_weighted"": 0.4981217385717896, ""mean_test_recall_weighted"": 0.4992085028838619, ""mean_test_adjusted_rand_score"": 0.0010692437602307136, ""mean_test_adjusted_mutual_info_score"": 9.014824360798915e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.499215646363508, ""mean_test_precision_weighted"": 0.49814016616778956, ""mean_test_recall_weighted"": 0.499215646363508, ""mean_test_adjusted_rand_score"": 0.001066225192023556, ""mean_test_adjusted_mutual_info_score"": 8.84573802178265e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4992085028838619, ""mean_test_precision_weighted"": 0.4981217385717896, ""mean_test_recall_weighted"": 0.4992085028838619, ""mean_test_adjusted_rand_score"": 0.0010692437602307136, ""mean_test_adjusted_mutual_info_score"": 9.014824360798915e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4992085028838619, ""mean_test_precision_weighted"": 0.4981217385717896, ""mean_test_recall_weighted"": 0.4992085028838619, ""mean_test_adjusted_rand_score"": 0.0010692437602307136, ""mean_test_adjusted_mutual_info_score"": 9.014824360798915e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.499215646363508, ""mean_test_precision_weighted"": 0.49814016616778956, ""mean_test_recall_weighted"": 0.499215646363508, ""mean_test_adjusted_rand_score"": 0.001066225192023556, ""mean_test_adjusted_mutual_info_score"": 8.84573802178265e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4992085028838619, ""mean_test_precision_weighted"": 0.4981217385717896, ""mean_test_recall_weighted"": 0.4992085028838619, ""mean_test_adjusted_rand_score"": 0.0010692437602307136, ""mean_test_adjusted_mutual_info_score"": 9.014824360798915e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4992085028838619, ""mean_test_precision_weighted"": 0.4981217385717896, ""mean_test_recall_weighted"": 0.4992085028838619, ""mean_test_adjusted_rand_score"": 0.0010692437602307136, ""mean_test_adjusted_mutual_info_score"": 9.014824360798915e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.499215646363508, ""mean_test_precision_weighted"": 0.49814016616778956, ""mean_test_recall_weighted"": 0.499215646363508, ""mean_test_adjusted_rand_score"": 0.001066225192023556, ""mean_test_adjusted_mutual_info_score"": 8.84573802178265e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4991613557589856, ""mean_test_precision_weighted"": 0.49793601009438454, ""mean_test_recall_weighted"": 0.4991613557589856, ""mean_test_adjusted_rand_score"": 0.0009899981352154779, ""mean_test_adjusted_mutual_info_score"": 9.513780839356539e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4992085028838619, ""mean_test_precision_weighted"": 0.4981217385717896, ""mean_test_recall_weighted"": 0.4992085028838619, ""mean_test_adjusted_rand_score"": 0.0010692437602307136, ""mean_test_adjusted_mutual_info_score"": 9.014824360798915e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4992085028838619, ""mean_test_precision_weighted"": 0.4981217385717896, ""mean_test_recall_weighted"": 0.4992085028838619, ""mean_test_adjusted_rand_score"": 0.0010692437602307136, ""mean_test_adjusted_mutual_info_score"": 9.014824360798915e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.499215646363508, ""mean_test_precision_weighted"": 0.49814016616778956, ""mean_test_recall_weighted"": 0.499215646363508, ""mean_test_adjusted_rand_score"": 0.001066225192023556, ""mean_test_adjusted_mutual_info_score"": 8.84573802178265e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49924279165352203, ""mean_test_precision_weighted"": 0.4982103225996107, ""mean_test_recall_weighted"": 0.49924279165352203, ""mean_test_adjusted_rand_score"": 0.0010262161283976117, ""mean_test_adjusted_mutual_info_score"": 8.636610869201247e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
GMM|dep_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49969854416692144, ""mean_test_precision_weighted"": 0.49472511722430573, ""mean_test_recall_weighted"": 0.49969854416692144, ""mean_test_adjusted_rand_score"": 0.00029911132470463657, ""mean_test_adjusted_mutual_info_score"": 6.174840554153056e-06}"
