model_nm|matrix_nm|params|scores
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'full', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49391231583143175, ""mean_test_precision_weighted"": 0.4761366847496081, ""mean_test_recall_weighted"": 0.49391231583143175, ""mean_test_adjusted_rand_score"": 0.04302644933896429, ""mean_test_adjusted_mutual_info_score"": 0.0006465416438606874}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 100, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 150, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 200, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 200, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'tied', 'max_iter': 200, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4944452203376845, ""mean_test_precision_weighted"": 0.4729265862352235, ""mean_test_recall_weighted"": 0.4944452203376845, ""mean_test_adjusted_rand_score"": 0.037747384468541006, ""mean_test_adjusted_mutual_info_score"": 0.0006949779027383439}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'diag', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49205214769377886, ""mean_test_precision_weighted"": 0.48641380919893246, ""mean_test_recall_weighted"": 0.49205214769377886, ""mean_test_adjusted_rand_score"": 0.08912006574846869, ""mean_test_adjusted_mutual_info_score"": 0.00030993523517663414}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'diag', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49205214769377886, ""mean_test_precision_weighted"": 0.48641380919893246, ""mean_test_recall_weighted"": 0.49205214769377886, ""mean_test_adjusted_rand_score"": 0.08912006574846869, ""mean_test_adjusted_mutual_info_score"": 0.00030993523517663414}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'diag', 'max_iter': 50, 'reg_covar': 9e-07, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49205214769377886, ""mean_test_precision_weighted"": 0.48641380919893246, ""mean_test_recall_weighted"": 0.49205214769377886, ""mean_test_adjusted_rand_score"": 0.08912006574846869, ""mean_test_adjusted_mutual_info_score"": 0.00030993523517663414}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'diag', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49205071899172603, ""mean_test_precision_weighted"": 0.48641231953110403, ""mean_test_recall_weighted"": 0.49205071899172603, ""mean_test_adjusted_rand_score"": 0.08915448202359895, ""mean_test_adjusted_mutual_info_score"": 0.00031003790845033735}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'diag', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.49205071899172603, ""mean_test_precision_weighted"": 0.48641231953110403, ""mean_test_recall_weighted"": 0.49205071899172603, ""mean_test_adjusted_rand_score"": 0.08915448202359895, ""mean_test_adjusted_mutual_info_score"": 0.00031003790845033735}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'diag', 'max_iter': 50, 'reg_covar': 1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.49205071899172603, ""mean_test_precision_weighted"": 0.48641231953110403, ""mean_test_recall_weighted"": 0.49205071899172603, ""mean_test_adjusted_rand_score"": 0.08915448202359895, ""mean_test_adjusted_mutual_info_score"": 0.00031003790845033735}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'diag', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.4920521476999023, ""mean_test_precision_weighted"": 0.4864137597088057, ""mean_test_recall_weighted"": 0.4920521476999023, ""mean_test_adjusted_rand_score"": 0.08911825820134726, ""mean_test_adjusted_mutual_info_score"": 0.00030993018615872855}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'diag', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.0001}|"{""mean_test_accuracy"": 0.4920521476999023, ""mean_test_precision_weighted"": 0.4864137597088057, ""mean_test_recall_weighted"": 0.4920521476999023, ""mean_test_adjusted_rand_score"": 0.08911825820134726, ""mean_test_adjusted_mutual_info_score"": 0.00030993018615872855}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'diag', 'max_iter': 50, 'reg_covar': 1.1e-06, 'tol': 0.00011}|"{""mean_test_accuracy"": 0.4920521476999023, ""mean_test_precision_weighted"": 0.4864137597088057, ""mean_test_recall_weighted"": 0.4920521476999023, ""mean_test_adjusted_rand_score"": 0.08911825820134726, ""mean_test_adjusted_mutual_info_score"": 0.00030993018615872855}"
GMM|w2v_m_X_train_one_million|{'covariance_type': 'diag', 'max_iter': 100, 'reg_covar': 9e-07, 'tol': 9e-05}|"{""mean_test_accuracy"": 0.49205214769377886, ""mean_test_precision_weighted"": 0.48641380919893246, ""mean_test_recall_weighted"": 0.49205214769377886, ""mean_test_adjusted_rand_score"": 0.08912006574846869, ""mean_test_adjusted_mutual_info_score"": 0.00030993523517663414}"
